"Name","Rank","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species","LFQ intensity DMSO1","LFQ intensity DMSO2","LFQ intensity DMSO3","LFQ intensity Diclofenac1","LFQ intensity Diclofenac2","LFQ intensity Diclofenac3"
"Acetivibrio ethanolgignens","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Acetivibrio","Acetivibrio ethanolgignens","7612100.0","1.154E7","7622100.0","0.0","0.0","0.0"
"Bacteroides helcogenes","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides helcogenes","5.814E7","7.4902E7","5.3972E7","8965900.0","1.0814E7","1.4478E7"
"Tyzzerella","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella","","5326000.0","6825100.0","7052600.0","0.0","0.0","0.0"
"Bacteroides finegoldii","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides finegoldii","0.0","0.0","8408000.0","0.0","7519400.0","6225400.0"
"Nitrosopumilus","Genus","Archaea","","Thaumarchaeota","","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","","1.7043E8","1.4847E8","1.3188E8","1.7451E8","1.922E8","2.0815E8"
"Nitrosopumilaceae","Family","Archaea","","Thaumarchaeota","","Nitrosopumilales","Nitrosopumilaceae","","","1.7043E8","1.4847E8","1.3188E8","1.7451E8","1.922E8","2.0815E8"
"Lachnoanaerobaculum saburreum","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoanaerobaculum","Lachnoanaerobaculum saburreum","1.2949E7","8503900.0","6644400.0","7948600.0","6127600.0","1.0474E7"
"Coprococcus","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","","1.0798017E9","9.730346E8","1.1137132E9","6.5589914E8","5.038991E8","6.14576E8"
"Streptococcaceae","Family","Bacteria","","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","","","1.32546E8","7.8381E7","5.981E7","3.02524E8","4.24424E8","3.2539E8"
"Streptococcus","Genus","Bacteria","","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","","1.32546E8","7.8381E7","5.981E7","3.02524E8","4.24424E8","3.2539E8"
"Cyclobacterium amurskyense","Species","Bacteria","","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cyclobacterium","Cyclobacterium amurskyense","3.2384E7","5.4232E7","7.2905E7","0.0","1.3683E7","1.8667E7"
"Prevotella marshii","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella marshii","5061800.0","5335000.0","0.0","5063800.0","4399200.0","0.0"
"Streptococcus mutans","Species","Bacteria","","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans","1.0936E7","0.0","0.0","1.6874E7","4.1804E7","0.0"
"Edwardsiidae","Family","Eukaryota","Metazoa","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","","","8895300.0","8233500.0","8566800.0","0.0","0.0","0.0"
"Ruminiclostridium","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","","2.65252E7","3.33827E7","1.325E7","1.80906E7","1.31866E7","1.85865E7"
"Thermotogae","Class","Bacteria","","Thermotogae","Thermotogae","","","","","1.3291E7","0.0","0.0","1.3442E7","8579100.0","1.49438E7"
"Nematostella","Genus","Eukaryota","Metazoa","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Nematostella","","8895300.0","8233500.0","8566800.0","0.0","0.0","0.0"
"Thermotogaceae","Family","Bacteria","","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","","","0.0","0.0","0.0","1.3442E7","8579100.0","8944700.0"
"Nematostella vectensis","Species","Eukaryota","Metazoa","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Nematostella","Nematostella vectensis","8895300.0","8233500.0","8566800.0","0.0","0.0","0.0"
"Atopobiaceae","Family","Bacteria","","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","","","1.11386E8","1.3545E7","8643400.0","1.7458E7","2.41767E7","8729000.0"
"Eggerthellaceae","Family","Bacteria","","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","","","1.6260134E9","1.4480774E9","1.7457937E9","2.122297E8","2.280148E8","1.725311E8"
"Chromadorea","Class","Eukaryota","Metazoa","Nematoda","Chromadorea","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"Eggerthellales","Order","Bacteria","","Actinobacteria","Coriobacteriia","Eggerthellales","","","","1.6260134E9","1.4480774E9","1.7457937E9","2.122297E8","2.280148E8","1.725311E8"
"Thalassiosira","Genus","Eukaryota","","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","","3.804E7","4.1594E7","3.3757E7","4.1237E7","4.4349E7","4.1938E7"
"Anaerobium acetethylicum","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerobium","Anaerobium acetethylicum","1.8792E7","1.8554E7","1.5619E7","1.7752E7","1.884E7","2.263E7"
"Dictyosteliida","Order","Eukaryota","","","","Dictyosteliida","","","","5.5023E7","5.6232E7","0.0","1.9481E7","5.0621E7","0.0"
"Acidaminococcales","Order","Bacteria","","Firmicutes","Negativicutes","Acidaminococcales","","","","2.36662557E9","2.46589783E9","2.3106638E9","1.6945749E9","1.1772459E9","1.211437E9"
"Bacillus sp. FJAT-26390","Species","Bacteria","","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. FJAT-26390","0.0","0.0","0.0","5499400.0","0.0","4747800.0"
"Veillonellales","Order","Bacteria","","Firmicutes","Negativicutes","Veillonellales","","","","1.711073E8","2.320794E8","1.907125E8","9.92362E7","2.300754E8","9.53748E7"
"Sporomusaceae","Family","Bacteria","","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","","","8872500.0","0.0","7033000.0","6220900.0","8189300.0","6811400.0"
"Selenomonadaceae","Family","Bacteria","","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","","","1.1713E7","1.32E7","1.47843E7","1.27745E7","1.21661E7","1.51911E7"
"Ruminococcaceae","Family","Bacteria","","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","","","1.169372892E10","1.147459668E10","1.07600782E10","1.124136985E10","1.16025513E10","1.24097382E10"
"Viridiplantae","Kingdom","Eukaryota","Viridiplantae","","","","","","","1.4571E7","0.0","0.0","2.0357E7","2.4965E7","1.0896E7"
"Streptococcus uberis","Species","Bacteria","","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus uberis","1.2161E8","7.8381E7","5.981E7","2.8565E8","3.8262E8","3.2539E8"
"Lachnospiraceae bacterium 2_1_46FAA","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","","Lachnospiraceae bacterium 2_1_46FAA","1.2818E7","1.0212E7","1.6574E7","9625900.0","9669700.0","1.5335E7"
"Alistipes sp. HGB5","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp. HGB5","9.1708E7","7.9814E7","5.3769E7","5.0537E7","3.4711E7","7.0661E7"
"Collinsella sp. 4_8_47FAA","Species","Bacteria","","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella sp. 4_8_47FAA","4.519E7","8.3148E7","6.17868E7","1.287135E8","1.216925E8","8.8516E7"
"Fusicatenibacter saccharivorans","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter saccharivorans","1.001279E8","9.14892E7","8.67399E7","2.304524E8","1.910997E8","1.815538E8"
"Verrucomicrobiales","Order","Bacteria","","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","","","","3.3207E7","2.5532E7","3.6655E7","9685400.0","9440100.0","1.1605E7"
"Bradyrhizobiaceae","Family","Bacteria","","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","","","0.0","3.188E7","3.7845E7","2.3559E7","2.0423E7","1.7788E7"
"Phascolarctobacterium sp. CAG:266","Species","Bacteria","","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium sp. CAG:266","1.3631E8","1.37677E8","9.4468E7","1.20818E8","9.9496E7","1.10984E8"
"Phascolarctobacterium sp. CAG:207","Species","Bacteria","","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium sp. CAG:207","1.79298067E9","1.89087533E9","1.784597E9","1.2416515E9","8.532781E8","8.354946E8"
"Pseudopedobacter saltans","Species","Bacteria","","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pseudopedobacter","Pseudopedobacter saltans","0.0","0.0","6.0571E7","0.0","0.0","1.5119E7"
"Lactobacillus iners","Species","Bacteria","","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus iners","0.0","0.0","9641200.0","0.0","0.0","4402100.0"
"Theileriidae","Family","Eukaryota","","Apicomplexa","Aconoidasida","","Theileriidae","","","1.1901E7","1.2126E7","1.1417E7","1.4298E7","1.117E7","1.2928E7"
"Anaerostipes sp. 3_2_56FAA","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","Anaerostipes sp. 3_2_56FAA","1.8407E7","2.0156E7","1.3391E7","0.0","8872800.0","8316800.0"
"Liliopsida","Class","Eukaryota","Viridiplantae","Streptophyta","Liliopsida","","","","","1.4571E7","0.0","0.0","2.0357E7","2.4965E7","1.0896E7"
"Prevotella sp. 109","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella sp. 109","6536600.0","6512900.0","7799400.0","0.0","0.0","0.0"
"Roseburia inulinivorans","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia inulinivorans","7.47411925E9","7.44741791E9","7.88461141E9","1.386934877E10","1.58403865E10","1.442252268E10"
"Rhizobiales","Order","Bacteria","","Proteobacteria","Alphaproteobacteria","Rhizobiales","","","","0.0","3.188E7","3.7845E7","2.3559E7","2.0423E7","1.7788E7"
"Sebacinales","Order","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","","","","5895500.0","8332000.0","5384600.0","3.2015E7","0.0","3.5437E7"
"Bacillales","Order","Bacteria","","Firmicutes","Bacilli","Bacillales","","","","1.473288E8","1.609068E8","1.237615E8","1.084017E8","6.37524E7","9.56462E7"
"Bacillus","Genus","Bacteria","","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","","0.0","7917100.0","1.0173E7","5499400.0","0.0","4747800.0"
"Tannerella","Genus","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella","","2.8045E7","2.9657E7","2.47E7","1.07481E7","5628000.0","1.82981E7"
"Dorea longicatena","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","Dorea longicatena","3.22668E7","3.34466E7","3.524453E7","8.31682E8","5.511137E8","5.497306E8"
"Desulfovibrionaceae","Family","Bacteria","","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","","","8.87058E7","5.141611E8","5.482938E8","1.502085E8","1.3584E8","1.036168E8"
"Anaerostipes caccae","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","Anaerostipes caccae","3.3992E7","3.4321E7","3.1284E7","4.3749E7","2.1684E7","3.5165E7"
"Thermotogales","Order","Bacteria","","Thermotogae","Thermotogae","Thermotogales","","","","0.0","0.0","0.0","1.3442E7","8579100.0","8944700.0"
"Coprococcus catus","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","Coprococcus catus","3.529604E8","2.940485E8","2.650155E8","2.371533E8","1.951307E8","2.301031E8"
"Bifidobacterium pseudocatenulatum","Species","Bacteria","","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudocatenulatum","2.65693E7","2.01318E7","9718800.0","1.67104E7","1.57051E7","1.32377E7"
"Acidobacteria","Phylum","Bacteria","","Acidobacteria","","","","","","0.0","0.0","0.0","0.0","0.0","0.0"
"Insecta","Class","Eukaryota","Metazoa","Arthropoda","Insecta","","","","","1.0369E7","5.4387E7","4.9944E7","5.6119E7","6.7811E7","6.2636E7"
"Poaceae","Family","Eukaryota","Viridiplantae","Streptophyta","Liliopsida","Poales","Poaceae","","","1.4571E7","0.0","0.0","2.0357E7","2.4965E7","1.0896E7"
"Afipia sp. P52-10","Species","Bacteria","","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia","Afipia sp. P52-10","0.0","3.188E7","3.7845E7","2.3559E7","2.0423E7","1.7788E7"
"Flavobacteriaceae","Family","Bacteria","","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","","","0.0","0.0","0.0","0.0","0.0","1.698E7"
"Anaerostipes","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","","6.527541E7","6.70435E7","4.547123E7","6.048988E7","4.59603E7","6.50187E7"
"Kandleria","Genus","Bacteria","","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Kandleria","","3178400.0","0.0","0.0","3871000.0","0.0","0.0"
"Cellulosilyticum","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum","","7.12424E7","7.20228E7","9.55837E7","9.40254E7","8.05431E7","8.49807E7"
"Bacteroides stercoris","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris","1.19405E8","2.619166E8","1.226064E8","1.013452E8","1.086991E8","1.020825E8"
"Oribacterium sp. oral taxon 078","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium","Oribacterium sp. oral taxon 078","9856400.0","7406600.0","6665200.0","4053800.0","4685400.0","0.0"
"Oryza","Genus","Eukaryota","Viridiplantae","Streptophyta","Liliopsida","Poales","Poaceae","Oryza","","1.4571E7","0.0","0.0","2.0357E7","2.4965E7","1.0896E7"
"Clostridiales","Order","Bacteria","","Firmicutes","Clostridia","Clostridiales","","","","6.749443457E10","6.484338565E10","6.303078616E10","8.17730021E10","8.287182002E10","8.259997155E10"
"Enterorhabdus","Genus","Bacteria","","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Enterorhabdus","","6458100.0","6514400.0","7894300.0","2984300.0","0.0","0.0"
"Lachnospiraceae","Family","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","","","1.727270803E10","1.679227378E10","1.74945165E10","2.810571649E10","3.16787942E10","2.826183465E10"
"Oryza sativa","Species","Eukaryota","Viridiplantae","Streptophyta","Liliopsida","Poales","Poaceae","Oryza","Oryza sativa","1.4571E7","0.0","0.0","2.0357E7","2.4965E7","1.0896E7"
"Petrotogales","Order","Bacteria","","Thermotogae","Thermotogae","Petrotogales","","","","1.3291E7","0.0","0.0","0.0","0.0","0.0"
"Clostridia","Class","Bacteria","","Firmicutes","Clostridia","","","","","6.757243337E10","6.490874755E10","6.309734146E10","8.18543428E10","8.294870302E10","8.268874525E10"
"Eubacteriaceae","Family","Bacteria","","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","","","2.1325343E9","1.9619443E9","2.0377664E9","3.9735085E9","3.4916703E9","3.8686424E9"
"Peptococcaceae","Family","Bacteria","","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","","","0.0","9953200.0","1.5903E7","8109600.0","8163500.0","1.1502E7"
"Peptostreptococcaceae","Family","Bacteria","","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","","","1.172523E8","1.12752E8","8.13404E7","7.22611E7","6.09113E7","7.27216E7"
"Pseudothermotoga","Genus","Bacteria","","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Pseudothermotoga","","0.0","0.0","0.0","1.3442E7","8579100.0","8944700.0"
"Metazoa","Kingdom","Eukaryota","Metazoa","","","","","","","1.92643E7","6.26205E7","5.85108E7","5.6119E7","6.7811E7","6.2636E7"
"Paenibacillus larvae","Species","Bacteria","","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus larvae","1.6021E7","1.5546E7","1.5396E7","2.2148E7","1.5986E7","1.8433E7"
"bacterium 2013Arg42i","Species","Bacteria","","","","","","","bacterium 2013Arg42i","6199900.0","6827200.0","6076100.0","1.2643E7","1.1479E7","7865900.0"
"Hungatella hathewayi","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Hungatella","Hungatella hathewayi","0.0","0.0","0.0","2.5886E7","2.7971E7","0.0"
"Oceanospirillales","Order","Bacteria","","Proteobacteria","Gammaproteobacteria","Oceanospirillales","","","","4082800.0","0.0","0.0","0.0","0.0","0.0"
"Marvinbryantia formatexigens","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","Marvinbryantia formatexigens","2.6783E7","2.7419E7","2.9161E7","1.198E7","1.492E7","8188200.0"
"Bacillaceae","Family","Bacteria","","Firmicutes","Bacilli","Bacillales","Bacillaceae","","","5.97E7","7.97701E7","5.5328E7","2.96844E7","2.0801E7","3.81788E7"
"Paenibacillaceae","Family","Bacteria","","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","","","3.84435E7","3.3185E7","2.26873E7","2.2148E7","1.5986E7","3.24834E7"
"Anaerovibrio","Genus","Bacteria","","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Anaerovibrio","","1.1713E7","1.32E7","9778200.0","6525700.0","7115500.0","1.0537E7"
"Vibrionales","Order","Bacteria","","Proteobacteria","Gammaproteobacteria","Vibrionales","","","","1.3155E7","2.2169E7","1.7808E7","1.1113E7","1.7363E7","1.0381E7"
"Blautia wexlerae","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia wexlerae","1.503148E8","9.97631E7","9.3014E7","9.53805E7","2.854206E8","2.771769E8"
"Oceanospirillaceae","Family","Bacteria","","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","","","4082800.0","0.0","0.0","0.0","0.0","0.0"
"Anaerovibrio lipolyticus","Species","Bacteria","","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Anaerovibrio","Anaerovibrio lipolyticus","1.1713E7","1.32E7","9778200.0","6525700.0","7115500.0","1.0537E7"
"Sporolactobacillaceae","Family","Bacteria","","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","","","0.0","0.0","0.0","7155300.0","6227400.0","0.0"
"Lactobacillales","Order","Bacteria","","Firmicutes","Bacilli","Lactobacillales","","","","2.125445E8","1.486016E8","1.346982E8","3.727496E8","1.0102267E9","4.675868E8"
"Aeromonadales","Order","Bacteria","","Proteobacteria","Gammaproteobacteria","Aeromonadales","","","","1.73356E8","1.741465E8","1.703597E8","1.374095E8","1.291934E8","1.605483E8"
"Pasteurellales","Order","Bacteria","","Proteobacteria","Gammaproteobacteria","Pasteurellales","","","","0.0","0.0","1.2957E7","1.68189E8","0.0","0.0"
"Clostridium","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","","2.76181875E9","2.78764204E9","3.19551366E9","2.05622243E9","1.8173266E9","2.2283696E9"
"Bacteroides eggerthii","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides eggerthii","6.2301E7","8.0824E7","5.5425E7","3.3478E7","3.3882E7","4.10996E7"
"Tannerella forsythia","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella","Tannerella forsythia","2.8045E7","2.9657E7","2.47E7","1.07481E7","5628000.0","1.82981E7"
"Actinobacteria","Phylum","Bacteria","","Actinobacteria","","","","","","2.350726668E10","2.641416891E10","2.369992284E10","2.430988057E10","2.48269034E10","2.45863065E10"
"Alistipes putredinis","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis","3.0558375E8","3.1330892E8","2.346497E8","2.73512E7","1.977619E7","2.775749E7"
"Odoribacter splanchnicus","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Odoribacter splanchnicus","2.70303E7","2.83293E7","3.53414E7","0.0","7263700.0","0.0"
"Clostridioides difficile","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridioides","Clostridioides difficile","2.1474E7","2.6533E7","1.079E7","0.0","0.0","0.0"
"Verrucomicrobia","Phylum","Bacteria","","Verrucomicrobia","","","","","","3.3207E7","2.5532E7","3.6655E7","9685400.0","9440100.0","1.1605E7"
"Porphyromonas asaccharolytica","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas asaccharolytica","1.9715E7","2.3756E7","2.0132E7","2.4823E7","3.4282E7","2.7706E7"
"Porphyromonas endodontalis","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas endodontalis","9153900.0","9138000.0","1.08611E7","0.0","0.0","0.0"
"Coprococcus comes","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","Coprococcus comes","6.458135E8","5.992485E8","7.707971E8","3.7302684E8","2.529737E8","3.087623E8"
"Thiotrichales bacterium SG8_50","Species","Bacteria","","Proteobacteria","Gammaproteobacteria","Thiotrichales","","","Thiotrichales bacterium SG8_50","3.1256E7","2.9195E7","2.4866E7","0.0","4.1728E7","3.8146E7"
"Neisseriaceae","Family","Bacteria","","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","","","0.0","8.8222E7","6.7228E7","2.574E7","2.8683E7","0.0"
"Neisseria","Genus","Bacteria","","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","","0.0","8.8222E7","6.7228E7","2.574E7","2.8683E7","0.0"
"Solobacterium","Genus","Bacteria","","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium","","3.1087E7","608820.0","0.0","5.18516E7","5.0508E7","2.9436E7"
"Cytophagales","Order","Bacteria","","Bacteroidetes","Cytophagia","Cytophagales","","","","3.2384E7","5.4232E7","7.2905E7","0.0","1.3683E7","1.8667E7"
"Methanomicrobia","Class","Archaea","","Euryarchaeota","Methanomicrobia","","","","","5383300.0","5700000.0","7266600.0","0.0","0.0","0.0"
"[Clostridium] clostridioforme","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","[Clostridium] clostridioforme","1.4761E7","2.20626E7","2.68001E7","1.27727E7","1.71797E7","1.76334E7"
"Cytophagia","Class","Bacteria","","Bacteroidetes","Cytophagia","","","","","3.2384E7","5.4232E7","7.2905E7","0.0","1.3683E7","1.8667E7"
"Deltaproteobacteria bacterium DG_8","Species","Bacteria","","Proteobacteria","Deltaproteobacteria","","","","Deltaproteobacteria bacterium DG_8","2.9697E7","3.2327E7","2.4237E7","3706100.0","0.0","4594800.0"
"Serendipita","Genus","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","","Serendipita","","5895500.0","8332000.0","5384600.0","3.2015E7","0.0","3.5437E7"
"Parabacteroides","Genus","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","","3.763088E8","4.29315E8","3.206707E8","5.44484E7","6.74146E7","2.988865E8"
"Oscillospiraceae","Family","Bacteria","","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","","","3.501425E8","2.976113E8","2.471944E8","1.109935E8","1.587819E8","9.02937E7"
"Arthropoda","Phylum","Eukaryota","Metazoa","Arthropoda","","","","","","1.0369E7","5.4387E7","4.9944E7","5.6119E7","6.7811E7","6.2636E7"
